city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Abbottabad,3,8,2,1,1,1,2,1,3,13,940,6595,85.74,23.8,60,3570000,128602,167183,2.3
Sialkot,7,16,1,3,0,4,1,1,0,16,1299,7065,113.04,28.8,72,4320000,169560,220428,2.1
Islamabad,1,18,2,0,2,1,0,0,2,16,691,5145,82.32,21.4,54,3210000,123480,160524,2.2
Karachi,4,13,2,3,2,4,0,0,1,11,548,9895,108.84,24.7,62,3705000,163267,212247,1.9
Multan,4,7,2,2,0,4,0,1,1,17,1937,5055,85.94,17.9,45,2685000,128902,167573,1.7
Gujranwala,7,11,3,2,0,4,0,1,3,7,1918,5890,41.23,10.3,26,1545000,61844,80398,2.1
Abbottabad,8,12,1,0,1,2,0,0,3,16,1002,3730,59.68,16.6,42,2490000,89520,116376,2.3
Hyderabad,1,16,2,0,1,3,0,1,3,9,1740,4265,38.38,8.9,23,1335000,57577,74850,1.9
Islamabad,5,10,3,2,1,4,0,0,2,14,1466,6775,94.85,24.7,62,3705000,142275,184957,2.2
Gujranwala,7,17,2,1,2,2,2,0,2,9,1560,8180,73.62,18.4,46,2760000,110430,143559,2.1
Hyderabad,4,19,1,0,2,2,1,0,3,10,586,6035,60.35,14.0,35,2100000,90525,117682,1.9
Rawalpindi,4,10,2,2,2,1,1,1,1,10,576,9300,93.0,24.2,61,3630000,139500,181350,2.2
Gujranwala,4,19,1,2,2,3,2,1,1,15,686,9985,149.77,37.4,94,5610000,224662,292061,2.1
Bahawalpur,6,8,2,1,1,3,2,0,1,13,1705,5870,76.31,15.6,39,2340000,114465,148804,1.7
Swat,7,7,1,1,2,1,0,0,2,11,749,6780,74.58,20.3,51,3045000,111870,145431,2.3
Multan,2,17,2,1,2,3,0,0,0,15,590,6505,97.58,20.3,51,3045000,146362,190271,1.7
Islamabad,5,13,1,1,2,1,2,0,1,12,1492,7520,90.24,23.5,59,3525000,135360,175968,2.2
Sukkur,4,4,2,3,2,2,0,1,1,11,742,10310,113.41,22.9,58,3435000,170115,221149,1.7
Swat,3,13,2,1,0,2,1,0,1,10,955,3120,31.2,8.5,22,1275000,46800,60840,2.3
Quetta,7,13,3,3,1,4,1,1,3,10,1507,9920,99.2,19.1,48,2865000,148800,193440,1.6
Quetta,6,10,3,0,1,1,0,0,2,8,1368,3550,28.4,5.5,14,825000,42600,55380,1.6
Islamabad,7,19,1,2,2,2,0,1,3,12,1126,9510,114.12,29.7,75,4455000,171180,222534,2.2
Gujranwala,5,4,2,3,0,2,0,1,3,15,1591,6785,101.78,25.4,64,3810000,152662,198461,2.1
Hyderabad,6,4,1,0,1,1,1,1,0,10,775,4010,40.1,9.3,24,1395000,60149,78194,1.9
Multan,5,8,3,0,1,2,0,1,3,12,552,4495,53.94,11.2,28,1680000,80909,105182,1.7
Sialkot,7,16,1,3,2,3,2,1,0,7,1719,11465,80.26,20.5,52,3075000,120382,156497,2.1
Quetta,2,12,1,0,2,2,0,0,3,14,588,5280,73.92,14.2,36,2130000,110880,144144,1.6
Multan,5,9,3,0,1,1,2,0,1,13,1535,4260,55.38,11.5,29,1725000,83070,107991,1.7
Quetta,6,6,2,3,1,3,0,1,2,10,1299,8790,87.9,16.9,43,2535000,131849,171404,1.6
Rawalpindi,6,16,1,0,0,3,0,0,3,7,320,1740,12.18,3.2,8,480000,18270,23751,2.2
Hyderabad,5,6,3,1,1,2,1,0,0,11,615,5115,56.26,13.0,33,1950000,84397,109716,1.9
Rawalpindi,7,10,2,1,1,4,2,0,2,13,863,6275,81.58,21.2,53,3180000,122362,159071,2.2
Abbottabad,8,9,3,2,2,3,2,0,0,12,1761,9485,113.82,31.6,79,4740000,170730,221949,2.3
Quetta,7,12,1,0,1,1,2,0,1,13,1746,4155,54.02,10.4,26,1560000,81022,105329,1.6
Sukkur,5,9,2,2,2,4,1,0,3,9,1556,9310,83.79,16.9,43,2535000,125685,163390,1.7
Sukkur,1,8,2,1,1,4,2,0,2,8,422,5795,46.36,9.3,24,1395000,69540,90402,1.7
Rawalpindi,5,13,3,1,1,3,1,1,1,12,1173,6270,75.24,19.6,49,2940000,112859,146718,2.2
Bahawalpur,2,10,3,1,1,2,0,0,3,7,1259,5050,35.35,7.2,18,1080000,53025,68932,1.7
Swat,5,4,3,0,0,4,0,0,3,10,1935,1885,18.85,5.1,13,765000,28275,36757,2.3
Sukkur,5,15,2,0,2,2,2,0,0,12,513,6100,73.2,14.8,37,2220000,109799,142739,1.7
Quetta,2,10,2,1,0,3,0,1,0,6,1138,3150,18.9,3.6,9,540000,28350,36855,1.6
Islamabad,5,19,1,2,1,1,0,1,1,9,946,6860,61.74,16.1,41,2415000,92610,120393,2.2
Rawalpindi,4,6,2,2,0,4,2,0,0,7,1267,5090,35.63,9.3,24,1395000,53444,69478,2.2
Abbottabad,1,17,1,3,2,1,0,1,1,11,1029,10030,110.33,30.6,77,4590000,165495,215143,2.3
Sialkot,3,12,3,1,1,2,2,1,1,17,899,6505,110.58,28.2,71,4230000,165877,215640,2.1
Sialkot,1,18,3,2,0,2,2,0,1,6,1091,5195,31.17,8.0,20,1200000,46755,60781,2.1
Lahore,5,9,2,1,0,1,0,1,0,12,339,3160,37.92,9.5,24,1425000,56880,73944,2.1
Swat,4,12,3,2,2,3,0,0,2,8,1051,8630,69.04,18.8,47,2820000,103560,134628,2.3
Gujranwala,7,16,3,3,0,3,0,1,1,17,1655,6965,118.4,29.6,74,4440000,177607,230889,2.1
Hyderabad,5,18,2,3,2,4,0,0,2,6,1242,10245,61.47,14.2,36,2130000,92205,119866,1.9
Sukkur,4,8,1,1,1,4,0,1,3,13,947,5820,75.66,15.3,39,2295000,113489,147537,1.7
Sukkur,2,10,2,2,1,3,1,0,0,12,481,6400,76.8,15.5,39,2325000,115200,149760,1.7
Gujranwala,4,16,1,0,0,3,0,0,0,7,564,990,6.93,1.7,5,255000,10394,13513,2.0
Karachi,2,19,2,3,1,1,1,1,2,12,1070,8985,107.82,24.5,62,3675000,161730,210249,1.9
Abbottabad,8,17,2,1,1,2,2,0,3,8,1856,6455,51.64,14.3,36,2145000,77460,100698,2.3
Peshawar,3,7,3,1,0,2,0,0,3,14,1162,3080,43.12,10.4,26,1560000,64680,84084,2.0
Rawalpindi,9,18,2,2,1,4,0,1,1,13,731,7595,98.74,25.7,65,3855000,148102,192533,2.2
Bahawalpur,4,19,2,1,0,3,0,0,0,10,1519,2685,26.85,5.5,14,825000,40275,52357,1.7
Abbottabad,6,10,1,3,2,1,2,0,3,12,808,10950,131.4,36.5,92,5475000,197099,256229,2.3
Faisalabad,5,16,3,1,2,4,1,1,3,8,746,8815,70.52,17.3,44,2595000,105780,137514,2.0
Sukkur,1,4,1,1,2,1,1,0,1,6,827,6585,39.51,8.0,20,1200000,59265,77044,1.7
Hyderabad,9,10,1,0,0,3,0,1,1,6,1525,2225,13.35,3.1,8,465000,20025,26032,1.9
Lahore,1,11,3,0,0,3,0,0,2,16,1174,1390,22.24,5.6,14,840000,33360,43368,2.1
Sialkot,8,8,3,3,1,3,0,1,0,7,1928,8720,61.04,15.6,39,2340000,91560,119028,2.1
Sukkur,9,5,3,2,1,2,0,1,3,13,1456,7750,100.75,20.3,51,3045000,151125,196462,1.7
Lahore,9,8,2,0,1,3,2,0,2,6,1462,4795,28.77,7.2,18,1080000,43155,56101,2.1
Quetta,1,9,3,2,1,4,0,1,0,16,968,6810,108.96,21.0,53,3150000,163440,212472,1.6
Abbottabad,2,15,3,3,1,2,2,0,2,17,1816,8925,151.73,42.1,106,6315000,227587,295863,2.3
Quetta,1,5,3,0,0,1,0,0,0,10,1146,700,7.0,1.3,4,195000,10500,13650,1.5
Peshawar,2,17,1,2,0,4,1,1,0,14,369,5205,72.87,17.5,44,2625000,109305,142096,2.0
Islamabad,8,9,1,0,2,4,1,0,3,17,1115,6385,108.54,28.3,71,4245000,162817,211662,2.2
Faisalabad,5,9,2,3,2,1,0,0,0,14,1338,9410,131.74,32.3,81,4845000,197610,256893,2.0
Abbottabad,7,4,1,3,2,2,0,1,1,7,1535,10385,72.69,20.2,51,3030000,109042,141755,2.3
Karachi,2,17,2,0,2,4,2,0,3,12,1383,6705,80.46,18.3,46,2745000,120690,156897,1.9
Peshawar,8,4,1,2,0,4,0,0,1,16,1575,4410,70.56,17.0,43,2550000,105840,137592,2.0
Multan,6,17,3,1,0,4,0,1,2,6,745,4205,25.23,5.3,14,795000,37845,49198,1.8
Karachi,8,14,1,1,0,2,0,0,2,8,1325,3060,24.48,5.6,14,840000,36720,47736,1.9
Swat,1,19,2,0,1,2,1,0,0,11,1659,3360,36.96,10.0,25,1500000,55440,72072,2.3
Rawalpindi,1,13,1,2,1,2,2,1,0,14,318,7370,103.18,26.9,68,4035000,154770,201201,2.2
Hyderabad,7,6,3,1,2,4,1,0,1,15,860,7665,114.98,26.6,67,3990000,172462,224201,1.9
Abbottabad,8,17,2,3,1,3,2,0,1,7,1401,9155,64.08,17.8,45,2670000,96127,124965,2.3
Multan,3,13,3,2,0,1,1,1,1,12,771,5420,65.04,13.5,34,2025000,97559,126827,1.7
Multan,5,13,3,1,2,3,0,0,2,9,327,7220,64.98,13.5,34,2025000,97470,126711,1.7
Peshawar,1,18,2,2,2,2,1,0,1,7,859,8545,59.82,14.4,36,2160000,89722,116639,2.0
Gujranwala,7,15,3,0,1,4,1,1,3,8,907,5450,43.6,10.9,28,1635000,65400,85020,2.1
Swat,5,6,3,2,2,4,2,1,3,11,1488,10665,117.32,31.9,80,4785000,175972,228764,2.3
Islamabad,8,7,1,1,1,3,2,0,2,15,757,6055,90.82,23.7,60,3555000,136237,177108,2.2
Abbottabad,8,5,3,0,1,3,1,0,1,14,1244,4125,57.75,16.0,40,2400000,86625,112612,2.3
Gujranwala,9,12,3,2,2,1,2,1,1,13,1499,10355,134.62,33.7,85,5055000,201922,262499,2.1
Peshawar,7,13,3,3,1,4,2,0,0,15,1908,9070,136.05,32.7,82,4905000,204075,265297,2.0
Rawalpindi,1,15,3,1,1,3,2,0,3,16,1283,6150,98.4,25.6,64,3840000,147600,191880,2.2
Sialkot,3,14,2,0,1,1,2,0,2,14,1167,4235,59.29,15.1,38,2265000,88935,115615,2.1
Sukkur,8,17,1,2,1,2,2,1,1,9,1315,8155,73.4,14.8,37,2220000,110092,143120,1.7
Sukkur,3,10,3,3,2,3,1,0,0,17,328,10125,172.12,34.7,87,5205000,258187,335643,1.7
Islamabad,8,10,3,1,0,2,2,0,2,9,968,4300,38.7,10.1,26,1515000,58049,75464,2.2
Rawalpindi,1,18,2,3,0,1,0,1,2,14,1125,6395,89.53,23.3,59,3495000,134295,174583,2.2
Bahawalpur,5,9,3,2,1,2,1,1,3,13,1115,8010,104.13,21.3,54,3195000,156194,203053,1.7
Islamabad,4,18,2,2,1,4,1,1,1,17,578,7720,131.24,34.2,86,5130000,196860,255918,2.2
Abbottabad,5,6,1,0,1,4,1,0,2,7,582,3915,27.4,7.6,19,1140000,41107,53439,2.3
Abbottabad,8,9,1,3,0,2,2,0,0,13,1802,6585,85.6,23.8,60,3570000,128407,166929,2.3
Lahore,4,18,3,0,1,4,0,1,0,6,1302,4170,25.02,6.3,16,945000,37530,48789,2.1
Gujranwala,4,17,3,1,2,1,2,0,2,14,1842,8005,112.07,28.0,70,4200000,168105,218536,2.1
Bahawalpur,3,15,3,0,2,4,1,0,0,14,604,5800,81.2,16.6,42,2490000,121800,158340,1.7
Sukkur,7,11,2,1,2,2,1,0,2,13,993,7590,98.67,19.9,50,2985000,148005,192406,1.7
Multan,3,11,3,2,0,2,1,0,0,16,408,4540,72.64,15.1,38,2265000,108959,141648,1.7
Gujranwala,3,14,3,2,1,2,1,1,2,10,623,7735,77.35,19.3,49,2895000,116025,150832,2.1
Faisalabad,5,16,1,3,1,3,2,1,2,10,1529,9715,97.15,23.8,60,3570000,145725,189442,2.0
Abbottabad,5,12,3,1,1,2,0,0,2,8,1557,5105,40.84,11.3,29,1695000,61260,79638,2.3
Swat,6,18,1,2,0,1,0,1,0,10,757,4720,47.2,12.8,32,1920000,70799,92039,2.3
Hyderabad,8,4,3,3,0,4,1,0,2,9,1510,6910,62.19,14.4,36,2160000,93284,121270,1.9
Rawalpindi,6,17,1,3,0,4,0,0,3,6,781,6355,38.13,9.9,25,1485000,57195,74353,2.2
Karachi,1,4,3,0,0,3,1,1,2,14,1221,2535,35.49,8.1,21,1215000,53235,69205,1.9
Islamabad,8,6,1,3,2,3,1,1,1,15,1730,11090,166.35,43.3,109,6495000,249525,324382,2.2
Abbottabad,8,6,2,2,0,1,0,0,1,9,1832,4290,38.61,10.7,27,1605000,57915,75289,2.3
Gujranwala,9,13,1,0,0,2,1,0,3,8,819,2320,18.56,4.6,12,690000,27839,36192,2.1
Bahawalpur,9,11,1,1,0,3,0,0,2,11,1376,3190,35.09,7.2,18,1080000,52634,68425,1.7
Hyderabad,2,18,1,1,1,4,1,0,1,6,1721,5170,31.02,7.2,18,1080000,46530,60489,1.9
Swat,2,13,3,2,1,3,0,1,2,10,1522,7245,72.45,19.7,50,2955000,108675,141277,2.3
Gujranwala,3,4,3,2,1,3,1,1,1,12,690,7485,89.82,22.5,57,3375000,134730,175149,2.1
Karachi,1,16,3,0,2,2,0,0,0,7,1972,4965,34.75,7.9,20,1185000,52132,67772,1.9
Hyderabad,4,5,2,0,2,3,1,0,0,15,1070,5475,82.12,19.0,48,2850000,123187,160143,1.9
Faisalabad,4,5,2,2,0,1,1,1,3,14,1212,5625,78.75,19.3,49,2895000,118125,153562,2.0
Karachi,9,6,1,2,1,4,1,0,3,17,1821,7415,126.06,28.6,72,4290000,189082,245807,1.9
Peshawar,9,16,2,1,2,2,0,1,2,11,1495,8065,88.71,21.3,54,3195000,133072,172994,2.0
Quetta,9,9,1,1,1,4,2,0,3,7,385,6460,45.22,8.7,22,1305000,67830,88179,1.6
Peshawar,7,4,1,1,2,1,1,1,2,13,857,7985,103.8,25.0,63,3750000,155707,202419,2.0
Sukkur,2,5,1,2,2,1,1,0,0,13,1157,7975,103.68,20.9,53,3135000,155512,202166,1.7
Gujranwala,5,16,2,3,0,3,0,0,0,6,1509,5715,34.29,8.6,22,1290000,51435,66865,2.1
Abbottabad,4,19,3,2,0,3,1,0,1,17,1479,5035,85.6,23.8,60,3570000,128392,166910,2.3
Abbottabad,8,18,2,2,2,3,1,1,2,6,1816,10120,60.72,16.9,43,2535000,91080,118404,2.3
Abbottabad,2,16,1,1,0,4,1,1,0,6,1844,3690,22.14,6.2,16,930000,33210,43173,2.3
Swat,6,19,1,2,2,1,1,0,0,17,1950,8485,144.24,39.2,98,5880000,216367,281277,2.3
Quetta,5,4,2,0,2,2,2,0,2,9,965,6335,57.02,11.0,28,1650000,85522,111179,1.6
Peshawar,2,8,1,2,1,3,2,0,1,9,1453,6920,62.28,15.0,38,2250000,93420,121446,2.0
Quetta,1,19,1,2,0,4,1,0,1,13,1142,4610,59.93,11.5,29,1725000,89895,116863,1.6
Sialkot,8,16,2,2,0,3,1,1,1,6,1404,5890,35.34,9.0,23,1350000,53009,68913,2.1
Gujranwala,2,16,2,2,0,1,1,1,1,15,1707,5240,78.6,19.7,50,2955000,117900,153270,2.1
Quetta,7,10,2,3,1,2,2,1,0,8,1982,9425,75.4,14.5,37,2175000,113100,147030,1.6
Multan,9,19,1,2,1,1,2,0,2,16,594,7610,121.76,25.4,64,3810000,182640,237432,1.7
Islamabad,9,11,1,0,1,4,0,0,2,6,568,3790,22.74,5.9,15,885000,34110,44343,2.2
Islamabad,8,13,3,0,0,3,0,1,0,14,944,2295,32.13,8.4,21,1260000,48194,62653,2.2
Multan,9,4,3,2,0,1,1,0,0,15,1885,4785,71.78,15.0,38,2250000,107662,139961,1.7
Hyderabad,2,10,2,1,0,4,1,1,0,17,834,3750,63.75,14.8,37,2220000,95625,124312,1.9
Lahore,6,16,3,3,1,3,2,1,3,14,1701,10290,144.06,36.0,90,5400000,216090,280917,2.1
Swat,4,8,1,2,1,2,1,1,2,12,1699,7420,89.04,24.2,61,3630000,133560,173628,2.3
Hyderabad,4,13,3,2,2,1,1,1,2,17,387,9695,164.82,38.2,96,5730000,247222,321389,1.9
Karachi,5,4,1,2,1,3,2,0,2,13,1224,7285,94.7,21.5,54,3225000,142057,184674,1.9
Bahawalpur,3,6,2,1,2,3,2,1,1,6,1947,8365,50.19,10.3,26,1545000,75284,97870,1.7
Swat,1,10,2,1,0,3,2,0,0,10,410,3325,33.25,9.0,23,1350000,49875,64837,2.3
Swat,8,13,1,1,1,3,2,1,0,7,883,6495,45.46,12.4,31,1860000,68197,88656,2.3
Karachi,5,4,3,3,0,1,0,1,0,6,1477,6235,37.41,8.5,22,1275000,56115,72949,1.9
Quetta,3,10,2,0,0,3,2,1,3,8,1786,3325,26.6,5.1,13,765000,39900,51870,1.6
Peshawar,7,8,2,3,0,4,2,1,2,12,1892,7995,95.94,23.1,58,3465000,143910,187083,2.0
Peshawar,7,4,3,1,0,1,1,0,0,6,1068,3135,18.81,4.5,12,675000,28214,36679,2.0
Islamabad,1,4,3,0,1,3,1,0,3,16,1479,3985,63.76,16.6,42,2490000,95640,124332,2.2
Rawalpindi,9,17,1,0,0,1,1,0,0,7,1948,1680,11.76,3.1,8,465000,17640,22932,2.2
Hyderabad,2,4,3,1,2,4,0,0,1,7,1641,6760,47.32,11.0,28,1650000,70980,92274,1.9
Sialkot,5,14,3,1,1,4,2,1,2,9,1882,7085,63.76,16.3,41,2445000,95647,124341,2.1
Gujranwala,5,12,3,3,0,1,2,0,3,17,537,7205,122.48,30.6,77,4590000,183727,238845,2.1
Sukkur,8,14,1,1,1,3,0,0,0,8,633,4760,38.08,7.7,20,1155000,57119,74256,1.7
Faisalabad,8,16,1,0,2,3,2,1,2,8,405,7440,59.52,14.6,37,2190000,89280,116064,2.0
Peshawar,7,6,2,2,0,4,1,0,3,15,1805,5415,81.22,19.5,49,2925000,121837,158388,2.0
Gujranwala,7,18,1,1,2,3,0,0,2,10,1994,7145,71.45,17.9,45,2685000,107174,139327,2.1
Faisalabad,6,16,2,1,0,4,2,0,2,8,681,4290,34.32,8.4,21,1260000,51479,66924,2.0
Gujranwala,6,8,3,3,2,3,0,0,1,16,988,10020,160.32,40.1,101,6015000,240479,312624,2.1
Quetta,9,14,2,3,0,4,0,1,2,12,560,7235,86.82,16.7,42,2505000,130230,169299,1.6
Faisalabad,6,19,2,1,1,2,2,1,3,10,1616,7085,70.85,17.4,44,2610000,106275,138157,2.0
Sukkur,2,13,3,0,0,3,1,0,2,9,1658,1995,17.96,3.6,9,540000,26932,35012,1.7
Gujranwala,2,15,2,0,1,3,2,1,3,17,954,5325,90.52,22.6,57,3390000,135787,176523,2.1
Multan,5,19,1,2,0,3,2,0,2,8,1119,5510,44.08,9.2,23,1380000,66120,85956,1.7
Sukkur,4,12,1,1,0,1,1,0,0,17,1008,2730,46.41,9.4,24,1410000,69615,90499,1.7
Faisalabad,2,9,1,3,2,3,2,0,1,9,775,10435,93.92,23.0,58,3450000,140872,183134,2.0
Sukkur,3,15,1,0,2,1,2,1,0,17,1548,6450,109.65,22.1,56,3315000,164475,213817,1.7
Gujranwala,7,12,2,2,2,1,2,1,1,7,1206,10055,70.38,17.6,44,2640000,105577,137250,2.1
Lahore,8,11,2,1,0,4,0,1,3,6,854,4315,25.89,6.5,17,975000,38835,50485,2.1
Gujranwala,6,11,3,0,0,1,0,1,1,8,1777,2115,16.92,4.2,11,630000,25380,32994,2.1
Gujranwala,5,4,2,1,0,1,0,1,2,16,962,3485,55.76,13.9,35,2085000,83640,108732,2.1
Quetta,1,16,2,1,1,2,2,1,2,7,1619,6465,45.26,8.7,22,1305000,67882,88247,1.6
Hyderabad,8,12,2,0,1,3,1,0,0,6,874,3880,23.28,5.4,14,810000,34920,45396,1.9
Multan,3,9,3,0,0,1,0,1,1,6,941,1860,11.16,2.3,6,345000,16740,21762,1.7
Sialkot,6,19,1,0,2,3,1,0,3,7,762,6285,44.0,11.2,28,1680000,65992,85790,2.1
Peshawar,3,12,2,1,2,1,2,0,3,14,1154,7905,110.67,26.6,67,3990000,166005,215806,2.0
Swat,7,6,3,1,2,4,0,1,2,10,1537,8115,81.15,22.1,56,3315000,121725,158242,2.3
Karachi,7,15,3,2,0,2,2,0,3,14,884,6000,84.0,19.1,48,2865000,126000,163800,1.9
Hyderabad,9,6,3,3,2,1,1,0,2,13,1242,10715,139.29,32.2,81,4830000,208942,271625,1.9
Karachi,5,9,1,1,0,3,0,0,2,16,915,2860,45.76,10.4,26,1560000,68640,89232,1.9
Quetta,8,12,2,3,1,4,0,1,2,11,457,9130,100.43,19.3,49,2895000,150645,195838,1.6
Multan,8,10,3,0,2,3,0,1,0,6,571,6250,37.5,7.8,20,1170000,56250,73125,1.7
Abbottabad,1,17,1,1,1,4,0,0,0,15,1561,4380,65.7,18.2,46,2730000,98550,128115,2.3
Gujranwala,5,16,3,2,2,2,1,1,2,10,1626,9915,99.15,24.8,62,3720000,148724,193342,2.1
Abbottabad,3,6,3,2,0,4,0,0,2,17,969,4565,77.6,21.6,54,3240000,116407,151329,2.3
Abbottabad,1,6,3,3,0,3,2,1,2,6,920,7565,45.39,12.6,32,1890000,68085,88510,2.3
Bahawalpur,4,5,3,0,0,3,0,0,3,12,820,1725,20.7,4.2,11,630000,31050,40365,1.7
Islamabad,8,12,3,3,0,1,1,0,2,15,1644,6730,100.95,26.3,66,3945000,151425,196852,2.2
Abbottabad,3,16,1,0,2,4,0,1,2,16,358,6165,98.64,27.4,69,4110000,147960,192348,2.3
Peshawar,2,18,2,2,1,3,1,1,1,13,1681,7470,97.11,23.3,59,3495000,145665,189364,2.0
Lahore,9,6,2,3,0,1,1,1,1,13,1003,7115,92.5,23.1,58,3465000,138742,180365,2.1
Islamabad,5,14,2,2,2,2,2,1,1,12,947,10035,120.42,31.4,79,4710000,180630,234819,2.2
Quetta,7,8,2,2,1,3,0,1,1,7,1574,7195,50.36,9.7,25,1455000,75547,98211,1.6
Swat,2,17,1,0,0,1,0,0,2,10,1190,1055,10.55,2.9,8,435000,15824,20572,2.3
Hyderabad,9,17,1,3,1,3,0,0,1,9,735,8080,72.72,16.8,42,2520000,109080,141804,1.9
Lahore,9,12,1,3,0,4,2,0,3,10,445,7505,75.05,18.8,47,2820000,112575,146347,2.1
Sukkur,4,11,3,2,1,1,2,1,3,15,1158,8365,125.48,25.3,64,3795000,188212,244676,1.7
Faisalabad,4,5,3,2,1,4,1,1,1,14,1277,7675,107.45,26.3,66,3945000,161175,209527,2.0
Bahawalpur,6,6,3,0,0,2,1,0,0,9,1675,1690,15.21,3.1,8,465000,22814,29659,1.7
Lahore,6,19,2,1,2,4,1,0,3,17,1893,8035,136.6,34.1,86,5115000,204892,266360,2.1
Sialkot,1,19,3,1,1,1,2,0,3,13,544,6010,78.13,19.9,50,2985000,117194,152353,2.1
Abbottabad,9,5,2,2,0,3,2,0,1,13,1883,5550,72.15,20.0,50,3000000,108224,140692,2.3
Quetta,2,19,3,1,1,1,2,1,1,7,600,6435,45.04,8.7,22,1305000,67567,87837,1.6
Rawalpindi,5,11,2,1,1,4,1,0,2,11,737,5640,62.04,16.2,41,2430000,93060,120978,2.2
Faisalabad,9,9,3,1,2,4,2,1,3,10,1167,9510,95.1,23.3,59,3495000,142650,185445,2.0
Karachi,4,9,3,1,1,3,1,0,1,7,399,5385,37.7,8.6,22,1290000,56542,73505,1.9
Peshawar,3,15,1,2,1,2,1,1,1,17,1024,7250,123.25,29.6,74,4440000,184875,240337,2.0
Karachi,7,18,3,1,0,1,0,1,2,15,1113,3995,59.92,13.6,34,2040000,89887,116853,1.9
Lahore,6,12,3,1,0,3,0,1,3,9,779,4230,38.07,9.5,24,1425000,57105,74236,2.1
Swat,8,11,1,0,2,3,0,1,1,12,714,6165,73.98,20.1,51,3015000,110970,144261,2.3
Karachi,3,7,2,2,1,3,1,0,2,6,464,6830,40.98,9.3,24,1395000,61470,79911,1.9
Sialkot,5,18,1,3,1,1,0,0,1,14,1961,7595,106.33,27.1,68,4065000,159495,207343,2.1
Quetta,4,15,1,3,1,1,0,0,0,15,1625,7275,109.12,21.0,53,3150000,163687,212793,1.6
Sukkur,4,7,2,0,2,1,0,1,0,17,1273,5555,94.44,19.0,48,2850000,141652,184148,1.7
Swat,4,12,3,0,1,2,2,0,1,6,1444,4330,25.98,7.1,18,1065000,38970,50661,2.3
Hyderabad,8,4,2,2,0,3,1,0,3,17,387,5360,91.12,21.1,53,3165000,136680,177684,1.9
Peshawar,6,16,3,3,2,4,0,0,0,10,1540,10040,100.4,24.1,61,3615000,150599,195779,2.0
Sialkot,3,5,3,1,0,4,2,1,2,12,872,4800,57.6,14.7,37,2205000,86399,112319,2.1
Sialkot,5,5,2,0,0,3,2,1,1,13,1113,3000,39.0,9.9,25,1485000,58500,76050,2.1
Karachi,6,16,1,3,2,4,2,1,2,7,478,11890,83.23,18.9,48,2835000,124845,162298,1.9
Abbottabad,5,16,2,2,0,2,0,0,0,9,462,4115,37.04,10.3,26,1545000,55552,72218,2.3
Karachi,6,9,3,1,1,2,2,0,3,7,892,6335,44.34,10.1,26,1515000,66517,86472,1.9
Lahore,8,18,2,2,2,1,1,0,2,9,1305,9170,82.53,20.6,52,3090000,123795,160933,2.1
Hyderabad,7,7,2,0,0,1,2,1,0,11,1493,2780,30.58,7.1,18,1065000,45870,59631,1.9
Islamabad,5,19,3,3,1,1,2,0,0,11,600,8710,95.81,25.0,63,3750000,143715,186829,2.2
Swat,6,16,1,3,1,1,2,1,0,17,673,9190,156.23,42.5,107,6375000,234344,304648,2.3
Karachi,4,14,2,3,0,1,2,1,2,7,1007,7560,52.92,12.0,30,1800000,79380,103194,1.9
Quetta,9,13,3,3,1,4,1,1,0,16,502,9470,151.52,29.1,73,4365000,227280,295464,1.6
Rawalpindi,4,16,3,1,2,4,0,1,1,9,346,7840,70.56,18.4,46,2760000,105840,137592,2.2
Peshawar,1,6,2,1,0,1,1,0,0,9,762,2565,23.08,5.5,14,825000,34627,45015,2.0
Gujranwala,7,6,1,2,1,2,1,0,1,6,1993,6665,39.99,10.0,25,1500000,59985,77980,2.1
Karachi,7,6,2,1,1,4,0,1,3,7,707,6165,43.16,9.8,25,1470000,64732,84152,1.9
Quetta,4,9,1,0,0,2,2,0,1,8,1517,1985,15.88,3.1,8,465000,23820,30966,1.6
Swat,3,17,1,0,0,2,0,1,3,16,726,2180,34.88,9.5,24,1425000,52320,68016,2.3
Quetta,8,19,1,3,0,3,0,0,3,10,1229,6435,64.35,12.4,31,1860000,96524,125482,1.6
Peshawar,5,11,1,0,0,3,1,0,1,16,616,1690,27.04,6.5,17,975000,40560,52728,2.0
Islamabad,7,14,2,2,2,1,0,1,3,13,1802,9485,123.3,32.1,81,4815000,184957,240444,2.2
Quetta,4,10,3,1,0,2,2,1,1,11,720,4550,50.05,9.6,24,1440000,75075,97597,1.6
Rawalpindi,4,17,3,1,2,4,1,1,2,8,1592,8555,68.44,17.8,45,2670000,102659,133458,2.2
Quetta,8,7,3,1,2,3,2,1,3,11,1804,9305,102.35,19.7,50,2955000,153532,199592,1.6
Quetta,8,14,3,0,0,3,1,0,1,12,562,2260,27.12,5.2,13,780000,40679,52883,1.6
Quetta,2,15,3,1,2,2,2,1,3,11,1749,8875,97.62,18.8,47,2820000,146437,190368,1.6
Sukkur,2,7,3,3,0,3,0,0,0,15,465,5505,82.58,16.6,42,2490000,123862,161021,1.7
Sukkur,3,14,2,3,0,3,0,1,1,11,727,6485,71.34,14.4,36,2160000,107002,139103,1.7
